index;name;serving_size;calories;total_fat;protein;carbohydrate;sugars;food_item;food_detail;detail1;food_key
1738;KEEBLER, Holiday Jingles Cookies;100;470;17;5.00;73.90;28.20;KEEBLER;; Holiday Jingles Cookies;KEEBLER Holiday Jingles Cookies
1739;Succotash, raw, (corn and limas);100;99;1;5.03;19.59;0;Succotash; (corn and limas); raw;Succotash raw
1740;Babyfood, strained, turkey, meat;100;111;6.2;11.50;1.40;0.00;Babyfood; turkey, meat; strained;Babyfood strained
1741;Pepperoni, sliced, beef and pork;100;504;46;19.25;1.18;0.00;Pepperoni; beef and pork; sliced;Pepperoni sliced
1742;Cookies, dry mix, chocolate chip;100;497;25;4.60;66.10;0;Cookies; chocolate chip; dry mix;Cookies dry mix
1743;Frozen novelties, lime, ice type;100;128;0;0.40;32.60;32.60;Frozen novelties; ice type; lime;Frozen novelties lime
1744;Salad dressing, lite, buttermilk;100;202;12;1.25;21.33;3.77;Salad dressing; buttermilk; lite;Salad dressing lite
1745;Fish, pickled, Atlantic, herring;100;262;18;14.19;9.64;7.71;Fish; Atlantic, herring; pickled;Fish pickled
1746;Babyfood, apple and prune, juice;100;72;0.1;0.20;18.10;10.58;Babyfood; juice; apple and prune;Babyfood apple and prune
1747;Pasta, cooked, corn, gluten-free;100;126;0.7;2.63;27.91;0;Pasta; corn, gluten-free; cooked;Pasta cooked
1748;Cheese spread, cream cheese base;100;295;29;7.10;3.50;3.50;Cheese spread;; cream cheese base;Cheese spread cream cheese base
1749;Cheese, with vegetables, cottage;100;95;4.2;10.90;3.00;0.37;Cheese; cottage; with vegetables;Cheese with vegetables
1750;MOTHER'S, Taffy Sandwich Cookies;100;475;20;3.80;69.90;41.20;MOTHER'S;; Taffy Sandwich Cookies;MOTHER'S Taffy Sandwich Cookies
1751;PACE, Lime & Garlic Chunky Salsa;100;38;0;0.00;9.38;6.25;PACE;; Lime & Garlic Chunky Salsa;PACE Lime & Garlic Chunky Salsa
1752;DENNY'S, spaghetti and meatballs;100;170;8.5;7.84;15.51;2.03;DENNY'S;; spaghetti and meatballs;DENNY'S spaghetti and meatballs
1753;Beverages, club soda, carbonated;100;0;0;0.00;0.00;0.00;Beverages; carbonated; club soda;Beverages club soda
1754;ON THE BORDER, cheese quesadilla;100;394;26;16.87;24.25;2.04;ON THE BORDER;; cheese quesadilla;ON THE BORDER cheese quesadilla
1755;Cabbage, raw, chinese (pak-choi);100;13;0.2;1.50;2.18;1.18;Cabbage; chinese (pak-choi); raw;Cabbage raw
1756;Babyfood, strained, pears, fruit;100;42;0.2;0.30;10.80;6.98;Babyfood; pears, fruit; strained;Babyfood strained
1757;Babyfood, junior, peaches, fruit;100;65;0.3;0.94;14.48;11.50;Babyfood; peaches, fruit; junior;Babyfood junior
1758;Beef, canned, corned beef, cured;100;250;15;27.10;0.00;0.00;Beef; corned beef, cured; canned;Beef canned
1759;Salsify, raw, (vegetable oyster);100;82;0.2;3.30;18.60;0;Salsify; (vegetable oyster); raw;Salsify raw
1760;Salad dressing, fat-free, caesar;100;131;0.2;1.47;30.73;8.82;Salad dressing; caesar; fat-free;Salad dressing fat-free
1761;Cereals, dry, unenriched, farina;100;369;0.5;10.60;78.00;0;Cereals; unenriched, farina; dry;Cereals dry
1762;Passion-fruit juice, raw, yellow;100;60;0.2;0.67;14.45;14.25;Passion-fruit juice; yellow; raw;Passion-fruit juice raw
1763;Raspberries, unsweetened, frozen;100;52;0.7;1.20;11.94;4.42;Raspberries; frozen; unsweetened;Raspberries unsweetened
1764;Babyfood, toddler, dices, apples;100;51;0.1;0.20;12.10;10.83;Babyfood; dices, apples; toddler;Babyfood toddler
1765;Pork, dehydrated, oriental style;100;615;62;11.80;1.40;0.00;Pork; oriental style; dehydrated;Pork dehydrated
1766;Yogurt, whole milk, plain, Greek;100;97;5;9.00;3.98;4.00;Yogurt; plain, Greek; whole milk;Yogurt whole milk
1767;KEEBLER, Cinnamon Crisp, Grahams;100;430;12;5.90;76.30;26.90;KEEBLER; Grahams; Cinnamon Crisp;KEEBLER Cinnamon Crisp
1768;Bison, cooked, grass-fed, ground;100;179;8.6;25.45;0.00;0.00;Bison; grass-fed, ground; cooked;Bison cooked
1769;Beans, raw, mature seeds, french;100;343;2;18.81;64.11;0;Beans; mature seeds, french; raw;Beans raw
1770;Game meat, roasted, cooked, deer;100;158;3.2;30.21;0.00;0;Game meat; cooked, deer; roasted;Game meat roasted
1771;Soup, Chinese restaurant, wonton;100;32;0.3;2.08;5.25;0.34;Soup; wonton; Chinese restaurant;Soup Chinese restaurant
1772;Beans, raw, mature seeds, adzuki;100;329;0.5;19.87;62.90;0;Beans; mature seeds, adzuki; raw;Beans raw
1773;Salad dressing, bacon and tomato;100;326;35;1.80;2.00;2.00;Salad dressing;; bacon and tomato;Salad dressing bacon and tomato
1774;Fish, dry heat, cooked, tilefish;100;147;4.7;24.49;0.00;0;Fish; cooked, tilefish; dry heat;Fish dry heat
1775;Passion-fruit juice, raw, purple;100;51;0.1;0.39;13.60;13.40;Passion-fruit juice; purple; raw;Passion-fruit juice raw
1776;Beverages, brewed, hibiscus, tea;100;0;0;0.00;0.00;0.00;Beverages; hibiscus, tea; brewed;Beverages brewed
1777;Cheese food, American, cold pack;100;331;24;19.66;8.32;0;Cheese food; cold pack; American;Cheese food American
1778;Cherries, sweetened, dried, tart;100;333;0.7;1.25;80.45;67.15;Cherries; dried, tart; sweetened;Cherries sweetened
1779;MOTHER'S, Circus Animal Cookies;100;515;25;3.80;68.30;43.50;MOTHER'S;; Circus Animal Cookies;MOTHER'S Circus Animal Cookies
1780;Beverages, drinking, tap, water;100;0;0;0.00;0.00;0.00;Beverages; tap, water; drinking;Beverages drinking
1781;Fish, raw, mixed species, shark;100;130;4.5;20.98;0.00;0.00;Fish; mixed species, shark; raw;Fish raw
1782;English muffins, toasted, wheat;100;243;2.1;9.40;48.70;1.70;English muffins; wheat; toasted;English muffins toasted
1783;Beans, raw, mature seeds, white;100;333;0.9;23.36;60.27;2.11;Beans; mature seeds, white; raw;Beans raw
1784;Fish, dry heat, cooked, tilapia;100;128;2.7;26.15;0.00;0.00;Fish; cooked, tilapia; dry heat;Fish dry heat
1785;Fast foods, french toast sticks;100;340;18;6.00;41.21;9.89;Fast foods;; french toast sticks;Fast foods french toast sticks
1786;Crackers, fish-shaped, flavored;100;463;18;10.16;65.67;1.18;Crackers; flavored; fish-shaped;Crackers fish-shaped
1787;Crackers, seasoned, wafers, rye;100;381;9.2;9.00;73.80;0;Crackers; wafers, rye; seasoned;Crackers seasoned
1788;Fish, dry heat, cooked, lingcod;100;109;1.4;22.64;0.00;0;Fish; cooked, lingcod; dry heat;Fish dry heat
1789;Salami, less sodium, beef, pork;100;396;31;15.01;15.38;6.21;Salami; beef, pork; less sodium;Salami less sodium
1790;Corn flour, yellow, whole-grain;100;361;3.9;6.93;76.85;0.64;Corn flour; whole-grain; yellow;Corn flour yellow
1791;Grapefruit, Florida, white, raw;100;32;0.1;0.63;8.19;0;Grapefruit; white, raw; Florida;Grapefruit Florida
1792;Nuts, dried, chinese, chestnuts;100;363;1.8;6.82;79.76;0;Nuts; chinese, chestnuts; dried;Nuts dried
1793;Soymilk, unfortified, chocolate;100;63;1.5;2.26;9.95;7.86;Soymilk; chocolate; unfortified;Soymilk unfortified
1794;Bread, oatmeal, reduced-calorie;100;210;3.5;7.60;43.30;0;Bread; reduced-calorie; oatmeal;Bread oatmeal
1795;Chicken patty, uncooked, frozen;100;292;20;14.33;13.61;0.00;Chicken patty; frozen; uncooked;Chicken patty uncooked
1796;Babyfood, tropical fruit medley;100;51;0.1;0.31;12.22;9.78;Babyfood;; tropical fruit medley;Babyfood tropical fruit medley
1797;Turkey, raw, all classes, heart;100;140;7.4;16.70;0.40;0.00;Turkey; all classes, heart; raw;Turkey raw
1798;Turkey, raw, all classes, liver;100;128;5.5;18.26;0.00;0.00;Turkey; all classes, liver; raw;Turkey raw
1799;Fish, dry heat, cooked, haddock;100;90;0.6;19.99;0.00;0.00;Fish; cooked, haddock; dry heat;Fish dry heat
1800;Liver sausage, pork, liverwurst;100;326;29;14.10;2.20;0;Liver sausage; liverwurst; pork;Liver sausage pork
1801;Lima beans, raw, immature seeds;100;113;0.9;6.84;20.17;1.48;Lima beans; immature seeds; raw;Lima beans raw
1802;Chicken, raw, giblets, roasting;100;127;5;18.14;1.14;0;Chicken; giblets, roasting; raw;Chicken raw
1803;Veal, pan-fried, cooked, ground;100;215;12;25.83;1.51;0.00;Veal; cooked, ground; pan-fried;Veal pan-fried
1804;Bread, toasted, sprouted, wheat;100;205;0;14.30;36.82;2.86;Bread; sprouted, wheat; toasted;Bread toasted
1805;Carbonated beverage, cream soda;100;51;0;0.00;13.30;13.30;Carbonated beverage;; cream soda;Carbonated beverage cream soda
1806;Beverages, Malt liquor beverage;100;40;0;0.35;0.00;0.00;Beverages;; Malt liquor beverage;Beverages Malt liquor beverage
1807;Alcoholic beverages, rose, wine;100;83;0;0.36;3.80;3.80;Alcoholic beverages; wine; rose;Alcoholic beverages rose
1808;Babyfood, apple-cranberry juice;100;46;0;0.00;11.49;6.88;Babyfood;; apple-cranberry juice;Babyfood apple-cranberry juice
1809;KEEBLER, Danish Wedding Cookies;100;504;24;3.90;68.30;37.90;KEEBLER;; Danish Wedding Cookies;KEEBLER Danish Wedding Cookies
1810;McDONALD'S, Double Cheeseburger;100;282;16;15.50;18.79;4.23;McDONALD'S;; Double Cheeseburger;McDONALD'S Double Cheeseburger
1811;ON THE BORDER, cheese enchilada;100;271;18;11.67;16.20;2.89;ON THE BORDER;; cheese enchilada;ON THE BORDER cheese enchilada
1812;Babyfood, toddler, dices, pears;100;57;0.1;0.30;13.60;8.66;Babyfood; dices, pears; toddler;Babyfood toddler
1813;Egg, hard-boiled, cooked, whole;100;155;11;12.58;1.12;1.12;Egg; cooked, whole; hard-boiled;Egg hard-boiled
1814;Eggs, frozen mixture, scrambled;100;131;5.6;13.10;7.50;7.50;Eggs; scrambled; frozen mixture;Eggs frozen mixture
1815;Puddings, ready-to-eat, tapioca;100;130;3.9;1.95;21.69;14.91;Puddings; tapioca; ready-to-eat;Puddings ready-to-eat
1816;Emu, broiled, cooked, full rump;100;168;2.7;33.67;0.00;0.00;Emu; cooked, full rump; broiled;Emu broiled
1817;Candies, TWIZZLERS CHERRY BITES;100;338;1.7;2.97;79.38;0;Candies;; TWIZZLERS CHERRY BITES;Candies TWIZZLERS CHERRY BITES
1818;Crustaceans, canned, blue, crab;100;83;0.7;17.88;0.00;0.00;Crustaceans; blue, crab; canned;Crustaceans canned
1819;Wheat, uncooked, KAMUT khorasan;100;337;2.1;14.54;70.58;7.84;Wheat; KAMUT khorasan; uncooked;Wheat uncooked
1820;Sauce, ready-to-serve, cocktail;100;124;1.1;1.36;28.22;11.83;Sauce; cocktail; ready-to-serve;Sauce ready-to-serve
1821;Babyfood, fruit supreme dessert;100;73;0.2;0.50;17.18;14.87;Babyfood;; fruit supreme dessert;Babyfood fruit supreme dessert
1822;Noodles, cooked, soba, japanese;100;99;0.1;5.06;21.44;0;Noodles; soba, japanese; cooked;Noodles cooked
1823;PACE, Traditional Refried Beans;100;67;0;4.17;10.83;2.50;PACE;; Traditional Refried Beans;PACE Traditional Refried Beans
1824;Cake, dry mix, enriched, yellow;100;374;3.5;3.70;81.92;43.29;Cake; enriched, yellow; dry mix;Cake dry mix
1825;Soup, condensed, canned, tomato;100;66;0.4;1.46;15.22;8.23;Soup; canned, tomato; condensed;Soup condensed
1826;Sour cream, cultured, imitation;100;208;20;2.40;6.63;6.63;Sour cream; imitation; cultured;Sour cream cultured
1827;Alcoholic beverage, light, wine;100;49;0;0.07;1.17;1.15;Alcoholic beverage; wine; light;Alcoholic beverage light
1828;Soymilk (All flavors), enhanced;100;45;2;2.94;3.45;2.53;Soymilk (All flavors);; enhanced;Soymilk (All flavors) enhanced
1829;Cream substitute, light, liquid;100;71;3.5;0.80;9.10;9.10;Cream substitute; liquid; light;Cream substitute light
1830;Beans, raw, mature seeds, black;100;341;1.4;21.60;62.36;2.12;Beans; mature seeds, black; raw;Beans raw
1831;Seeds, boiled, breadfruit seeds;100;168;2.3;5.30;32.00;0;Seeds; breadfruit seeds; boiled;Seeds boiled
1832;Seeds, raw, breadnut tree seeds;100;217;1;5.97;46.28;0;Seeds; breadnut tree seeds; raw;Seeds raw
1833;Snacks, mixed flavors, CLIF BAR;100;346;5.9;14.71;65.44;31.62;Snacks; CLIF BAR; mixed flavors;Snacks mixed flavors
1834;Bologna, low fat, beef and pork;100;230;19;11.50;2.60;0.00;Bologna; beef and pork; low fat;Bologna low fat
1835;Butter, with salt, stick, light;100;499;55;3.30;0.00;0.00;Butter; stick, light; with salt;Butter with salt
1836;Alcoholic beverage, rice (sake);100;134;0;0.50;5.00;0.00;Alcoholic beverage;; rice (sake);Alcoholic beverage rice (sake)
1837;Sauce, ready-to-serve, teriyaki;100;89;0;5.93;15.56;14.10;Sauce; teriyaki; ready-to-serve;Sauce ready-to-serve
1838;Cheese, part skim milk, ricotta;100;138;7.9;11.39;5.14;0.31;Cheese; ricotta; part skim milk;Cheese part skim milk
1839;Game meat, roasted, cooked, elk;100;146;1.9;30.19;0.00;0;Game meat; cooked, elk; roasted;Game meat roasted
1840;Broadbeans, raw, immature seeds;100;72;0.6;5.60;11.70;0;Broadbeans; immature seeds; raw;Broadbeans raw
1841;Taro, with salt, cooked, shoots;100;14;0.1;0.73;3.19;0;Taro; cooked, shoots; with salt;Taro with salt
1842;Alcoholic beverage, light, beer;100;29;0;0.24;1.64;0.09;Alcoholic beverage; beer; light;Alcoholic beverage light
1843;Fish, raw, farmed, coho, salmon;100;160;7.7;21.27;0.00;0;Fish; farmed, coho, salmon; raw;Fish raw
1844;Pork, raw, separable fat, fresh;100;632;66;9.25;0.00;0.00;Pork; separable fat, fresh; raw;Pork raw
1845;Pie fillings, canned, blueberry;100;181;0.2;0.41;44.38;37.75;Pie fillings; blueberry; canned;Pie fillings canned
1846;Plums, uncooked, dried (prunes);100;240;0.4;2.18;63.88;38.13;Plums; dried (prunes); uncooked;Plums uncooked
1847;Refried beans, fat-free, canned;100;79;0.5;5.34;13.50;0.61;Refried beans; canned; fat-free;Refried beans fat-free
1848;KEEBLER, Cinnamon Toast Grahams;100;429;13;7.30;73.90;26.00;KEEBLER;; Cinnamon Toast Grahams;KEEBLER Cinnamon Toast Grahams
1849;Rice, cooked, long-grain, brown;100;123;1;2.74;25.58;0.24;Rice; long-grain, brown; cooked;Rice cooked
1850;Fast foods, with cheese, nachos;100;343;22;4.32;34.91;2.17;Fast foods; nachos; with cheese;Fast foods with cheese
1851;Babyfood, junior, chicken, meat;100;146;9.6;14.00;0.00;0.00;Babyfood; chicken, meat; junior;Babyfood junior
1852;Kielbasa, grilled, fully cooked;100;337;30;12.45;5.03;2.39;Kielbasa; fully cooked; grilled;Kielbasa grilled
1853;Pigeonpeas, raw, immature seeds;100;136;1.6;7.20;23.88;3.00;Pigeonpeas; immature seeds; raw;Pigeonpeas raw
1854;Crackers, low salt, whole-wheat;100;443;17;8.80;68.60;0.37;Crackers; whole-wheat; low salt;Crackers low salt
1855;Squab, raw, meat only, (pigeon);100;142;7.5;17.50;0.00;0;Squab; meat only, (pigeon); raw;Squab raw
1856;Babyfood, peach yogurt, dessert;100;76;0.2;0.90;17.60;11.11;Babyfood; dessert; peach yogurt;Babyfood peach yogurt
1857;Babyfood, apple - cherry, juice;100;47;0.1;0.20;11.20;10.50;Babyfood; juice; apple - cherry;Babyfood apple - cherry
1858;Soup, condensed, canned, cheese;100;82;3.9;0.80;11.30;3.73;Soup; canned, cheese; condensed;Soup condensed
1859;Winged beans, raw, mature seeds;100;409;16;29.65;41.71;0;Winged beans; mature seeds; raw;Winged beans raw
1860;BURGER KING, no cheese, WHOPPER;100;233;13;10.74;18.55;4.22;BURGER KING; WHOPPER; no cheese;BURGER KING no cheese
1861;Frozen novelties, pop, ice type;100;79;0.2;0.00;19.23;13.66;Frozen novelties; ice type; pop;Frozen novelties pop
1862;Fast foods, with beans, burrito;100;206;6.2;6.48;32.92;0;Fast foods; burrito; with beans;Fast foods with beans
1863;APPLEBEE'S, hand battered, fish;100;202;9.1;13.23;16.65;0.51;APPLEBEE'S; fish; hand battered;APPLEBEE'S hand battered
1864;Salami, beef, pork, dry or hard;100;378;32;21.07;0.72;0.26;Salami; pork, dry or hard; beef;Salami beef
1865;Babyfood, apple and plum, juice;100;49;0;0.10;12.30;11.54;Babyfood; juice; apple and plum;Babyfood apple and plum
1866;MOTHER'S, Iced Lemonade Cookies;100;502;24;4.50;66.30;29.90;MOTHER'S;; Iced Lemonade Cookies;MOTHER'S Iced Lemonade Cookies
1867;MOTHER'S, Jungle Animal Cookies;100;514;25;3.80;68.30;44.20;MOTHER'S;; Jungle Animal Cookies;MOTHER'S Jungle Animal Cookies
1868;Peas, unprepared, frozen, green;100;77;0.4;5.22;13.62;5.00;Peas; frozen, green; unprepared;Peas unprepared
1869;Fish, raw, mixed species, perch;100;91;0.9;19.39;0.00;0.00;Fish; mixed species, perch; raw;Fish raw
1870;Luncheon sausage, pork and beef;100;260;21;15.38;1.58;0;Luncheon sausage;; pork and beef;Luncheon sausage pork and beef
1871;GIRL SCOUTS, Thin Mints Cookies;100;502;24;4.50;67.30;32.00;GIRL SCOUTS;; Thin Mints Cookies;GIRL SCOUTS Thin Mints Cookies
1872;McDONALD'S, Sweet 'N Sour Sauce;100;170;1.1;0.66;39.38;35.79;McDONALD'S;; Sweet 'N Sour Sauce;McDONALD'S Sweet 'N Sour Sauce
1873;McDONALD'S, Spicy Buffalo Sauce;100;142;15;0.54;1.81;0.00;McDONALD'S;; Spicy Buffalo Sauce;McDONALD'S Spicy Buffalo Sauce
1874;Wheat flours, unenriched, bread;100;361;1.7;11.98;72.53;0.31;Wheat flours; bread; unenriched;Wheat flours unenriched
1875;Veal, cooked, external fat only;100;540;53;15.28;0.00;0.00;Veal; external fat only; cooked;Veal cooked
1876;Puddings, ready-to-eat, vanilla;100;130;3.8;1.45;22.60;16.97;Puddings; vanilla; ready-to-eat;Puddings ready-to-eat
1877;Mushrooms, stir-fried, shiitake;100;39;0.4;3.45;7.68;0.30;Mushrooms; shiitake; stir-fried;Mushrooms stir-fried
1878;Cranberry-orange relish, canned;100;178;0.1;0.30;46.20;0;Cranberry-orange relish;; canned;Cranberry-orange relish canned
1879;BEAR NAKED, Fruit & Nut Cookies;100;443;21;7.50;61.60;29.40;BEAR NAKED;; Fruit & Nut Cookies;BEAR NAKED Fruit & Nut Cookies
1880;TACO BELL, Soft Taco with steak;100;225;12;11.81;17.22;0;TACO BELL;; Soft Taco with steak;TACO BELL Soft Taco with steak
1881;Cauliflower, unprepared, frozen;100;24;0.3;2.01;4.68;2.22;Cauliflower; frozen; unprepared;Cauliflower unprepared
1882;Beans, with pork, canned, baked;100;106;1.6;5.19;19.99;0;Beans; canned, baked; with pork;Beans with pork
1883;Fish, raw, bluefin, fresh, tuna;100;144;4.9;23.33;0.00;0.00;Fish; bluefin, fresh, tuna; raw;Fish raw
1884;Fish, raw, mixed species, trout;100;148;6.6;20.77;0.00;0.00;Fish; mixed species, trout; raw;Fish raw
1885;Fish, raw, wild, rainbow, trout;100;119;3.5;20.48;0.00;0;Fish; wild, rainbow, trout; raw;Fish raw
1886;Candies, YORK Peppermint Pattie;100;384;7.2;2.19;80.99;63.78;Candies;; YORK Peppermint Pattie;Candies YORK Peppermint Pattie
1887;Tree fern, without salt, cooked;100;40;0.1;0.29;10.98;0;Tree fern; cooked; without salt;Tree fern without salt
1888;Cabbage, raw, chinese (pe-tsai);100;16;0.2;1.20;3.23;1.41;Cabbage; chinese (pe-tsai); raw;Cabbage raw
1889;Pizza rolls, unprepared, frozen;100;328;10;8.73;50.72;3.74;Pizza rolls; frozen; unprepared;Pizza rolls unprepared
1890;Vitasoy USA Azumaya, Firm Tofu;100;80;4.2;9.08;1.52;0.40;Vitasoy USA Azumaya;; Firm Tofu;Vitasoy USA Azumaya Firm Tofu
1891;Milk, whole, fluid, buttermilk;100;62;3.3;3.21;4.88;4.88;Milk; fluid, buttermilk; whole;Milk whole
1892;Snacks, salted, plantain chips;100;531;30;2.28;63.84;0.92;Snacks; plantain chips; salted;Snacks salted
1893;Soup, dry, chicken broth cubes;100;198;4.7;14.60;23.50;0.00;Soup; chicken broth cubes; dry;Soup dry
1894;Bologna, turkey and beef, pork;100;336;29;11.56;6.66;1.35;Bologna; pork; turkey and beef;Bologna turkey and beef
1895;Bologna, lite, pork and turkey;100;211;16;13.06;3.45;0.00;Bologna; pork and turkey; lite;Bologna lite
1896;Restaurant, tripe soup, Latino;100;74;2.6;8.61;4.07;0;Restaurant; Latino; tripe soup;Restaurant tripe soup
1897;Mungo beans, raw, mature seeds;100;341;1.6;25.21;58.99;0;Mungo beans; mature seeds; raw;Mungo beans raw
1898;Fish, dry heat, cooked, burbot;100;115;1;24.76;0.00;0;Fish; cooked, burbot; dry heat;Fish dry heat
1899;Ravioli, canned, cheese-filled;100;77;1.5;2.48;13.64;3.72;Ravioli; cheese-filled; canned;Ravioli canned
1900;Beans, raw, mature seeds, pink;100;343;1.1;20.96;64.19;2.14;Beans; mature seeds, pink; raw;Beans raw
1901;Sausage, links, sweet, Italian;100;149;8.4;16.13;2.10;0.00;Sausage; sweet, Italian; links;Sausage links
1902;Buckwheat groats, dry, roasted;100;346;2.7;11.73;74.95;0;Buckwheat groats; roasted; dry;Buckwheat groats dry
1903;Yogurt, nonfat milk, chocolate;100;112;0;3.53;23.53;14.97;Yogurt; chocolate; nonfat milk;Yogurt nonfat milk
1904;Beverages, non-alcoholic, Wine;100;6;0;0.50;1.10;1.10;Beverages; Wine; non-alcoholic;Beverages non-alcoholic
1905;Babyfood, strained, beef, meat;100;81;2.5;12.03;2.43;0.00;Babyfood; beef, meat; strained;Babyfood strained
1906;Babyfood, strained, pork, meat;100;124;7.1;14.00;0.00;0.00;Babyfood; pork, meat; strained;Babyfood strained
1907;Babyfood, strained, veal, meat;100;81;2.5;13.12;1.51;0.00;Babyfood; veal, meat; strained;Babyfood strained
1908;Guinea hen, raw, meat and skin;100;158;6.5;23.40;0.00;0;Guinea hen; meat and skin; raw;Guinea hen raw
1909;Peppers, raw, green, hot chili;100;40;0.2;2.00;9.46;5.10;Peppers; green, hot chili; raw;Peppers raw
1910;Squash, raw, butternut, winter;100;45;0.1;1.00;11.69;2.20;Squash; butternut, winter; raw;Squash raw
1911;Peppers, sauteed, green, sweet;100;127;12;0.78;4.22;2.17;Peppers; green, sweet; sauteed;Peppers sauteed
1912;Bread, unenriched, white, pita;100;275;1.2;9.10;55.70;0;Bread; white, pita; unenriched;Bread unenriched
1913;Corn flour, white, whole-grain;100;361;3.9;6.93;76.85;0.64;Corn flour; whole-grain; white;Corn flour white
